match_number,match_id,date,event_name,ground_name,ground_city,team_1,team_2,toss_winner,toss_decision,team_1_total_runs,team_2_total_runs,winner,margin_runs,margin_wickets,winning_method,player_of_the_match
1687,1367732,2023-05-07,Gibraltar Tri-Nation T20I Series,Europa Sports Complex,Gibraltar,Gibraltar,Portugal,Gibraltar,bat,124,129,Portugal,,1.0,,Suman Ghimire
1688,1370782,2023-05-18,Nordic T20 Cup,"Svanholm Park, Brondby",Brondby,Norway,Denmark,Norway,bat,99,100,Denmark,,9.0,,ND Laegsgaard
1689,1370783,2023-05-18,Nordic T20 Cup,"Svanholm Park, Brondby",Brondby,Denmark,Finland,Denmark,bat,175,103,Denmark,72.0,,,SA Ahmad
1690,1370785,2023-05-19,Nordic T20 Cup,"Svanholm Park, Brondby",Brondby,Denmark,Sweden,Sweden,field,109,110,Sweden,,10.0,,Choudry Share Ali
1691,1370787,2023-05-19,Nordic T20 Cup,"Svanholm Park, Brondby",Brondby,Finland,Denmark,Finland,bat,92,94,Denmark,,8.0,,HAM Shah
1692,1370790,2023-05-20,Nordic T20 Cup,"Solvangs Park, Glostrup",Copenhagen,Finland,Norway,Finland,bat,102,106,Norway,,7.0,,Raza Iqbal
1693,1370791,2023-05-21,Nordic T20 Cup,"Solvangs Park, Glostrup",Copenhagen,Sweden,Finland,Finland,field,109,111,tie,,,,Prashant Shukla
1694,1379577,2023-06-10,Africa Continental Cup,"Gymkhana Club Ground, Nairobi",Nairobi,Kenya,Uganda,Kenya,bat,185,97,Kenya,88.0,,,CO Obuya
1695,1380583,2023-06-10,Belgium tour of Germany,Bayer Uerdingen Cricket Ground,Krefeld,Belgium,Germany,Germany,field,164,167,Germany,,4.0,,Ghulam Ahmadi
1696,1379578,2023-06-11,Africa Continental Cup,"Gymkhana Club Ground, Nairobi",Nairobi,Rwanda,Uganda,Rwanda,bat,81,82,Uganda,,8.0,,H Ssenyondo
1697,1379580,2023-06-11,Africa Continental Cup,"Gymkhana Club Ground, Nairobi",Nairobi,Botswana,Kenya,Botswana,bat,92,98,Kenya,,8.0,,SO Ngoche
1698,1380584,2023-06-11,Belgium tour of Germany,Bayer Uerdingen Cricket Ground,Krefeld,Belgium,Germany,Germany,field,148,150,Germany,,8.0,,V Ganesan
1699,1380586,2023-06-11,Hungary tour of Czech Republic,"Scott Page Field, Vinor",Prague,Czech Republic,Hungary,Hungary,field,179,175,tie,,,,A Ashokan
1700,1380587,2023-06-11,Hungary tour of Czech Republic,"Scott Page Field, Vinor",Prague,Hungary,Czech Republic,Hungary,bat,138,139,Czech Republic,,3.0,,S Wickramasekara
1701,1379586,2023-06-13,Africa Continental Cup,"Gymkhana Club Ground, Nairobi",Nairobi,Rwanda,Botswana,Botswana,field,158,131,Rwanda,27.0,,,C Rububagumya
1702,1379589,2023-06-13,Africa Continental Cup,"Gymkhana Club Ground, Nairobi",Nairobi,Uganda,Kenya,Uganda,bat,175,128,Uganda,47.0,,,Riazat Ali Shah
1703,1379582,2023-06-14,Africa Continental Cup,"Gymkhana Club Ground, Nairobi",Nairobi,Rwanda,Kenya,Rwanda,bat,92,98,Kenya,,7.0,,S Singh
1704,1379583,2023-06-14,Africa Continental Cup,"Gymkhana Club Ground, Nairobi",Nairobi,Uganda,Botswana,Uganda,bat,153,89,Uganda,64.0,,,AR Ramjani
1705,1379584,2023-06-15,Africa Continental Cup,"Gymkhana Club Ground, Nairobi",Nairobi,Rwanda,Uganda,Uganda,field,85,87,Uganda,,7.0,,H Ssenyondo
1706,1379590,2023-06-15,Africa Continental Cup,"Gymkhana Club Ground, Nairobi",Nairobi,Botswana,Kenya,Botswana,bat,145,115,Botswana,30.0,,,V Balakrishnan
1707,1379575,2023-06-17,Africa Continental Cup,"Gymkhana Club Ground, Nairobi",Nairobi,Botswana,Uganda,Botswana,bat,64,65,Uganda,,7.0,,H Ssenyondo
1708,1379576,2023-06-17,Africa Continental Cup,"Gymkhana Club Ground, Nairobi",Nairobi,Rwanda,Kenya,Rwanda,bat,99,100,Kenya,,7.0,,LN Oluoch
1709,1379579,2023-06-18,Africa Continental Cup,"Gymkhana Club Ground, Nairobi",Nairobi,Botswana,Rwanda,Botswana,bat,98,99,Rwanda,,7.0,,E Rukiriza
1710,1379581,2023-06-18,Africa Continental Cup,"Gymkhana Club Ground, Nairobi",Nairobi,Kenya,Uganda,Kenya,bat,117,120,Uganda,,5.0,,S Sesazi
1711,1379585,2023-06-19,Africa Continental Cup,"Gymkhana Club Ground, Nairobi",Nairobi,Botswana,Kenya,Botswana,bat,131,133,Kenya,,6.0,,CO Obuya
1712,1379587,2023-06-19,Africa Continental Cup,"Gymkhana Club Ground, Nairobi",Nairobi,Uganda,Rwanda,Uganda,bat,153,59,Uganda,94.0,,,H Ssenyondo
1713,1379592,2023-06-21,Africa Continental Cup,"Gymkhana Club Ground, Nairobi",Nairobi,Uganda,Kenya,Uganda,bat,125,124,Uganda,1.0,,,DM Nakrani
1714,1381453,2023-06-23,Quadrangular Twenty20 Series (Bulgaria),"National Sports Academy, Sofia",Sofia,Serbia,Turkey,Serbia,bat,181,111,Serbia,70.0,,,A Dizija
1715,1381454,2023-06-23,Quadrangular Twenty20 Series (Bulgaria),"National Sports Academy, Sofia",Sofia,Croatia,Bulgaria,Bulgaria,field,75,76,Bulgaria,,9.0,,P Mishra
1716,1381455,2023-06-23,Quadrangular Twenty20 Series (Bulgaria),"National Sports Academy, Sofia",Sofia,Bulgaria,Serbia,Serbia,field,166,168,Serbia,,5.0,,MV Pavlovic
1717,1381456,2023-06-24,Quadrangular Twenty20 Series (Bulgaria),"National Sports Academy, Sofia",Sofia,Croatia,Turkey,Croatia,bat,83,88,Turkey,,8.0,,Muhammed Turkmen
1718,1381457,2023-06-24,Quadrangular Twenty20 Series (Bulgaria),"National Sports Academy, Sofia",Sofia,Croatia,Serbia,Croatia,bat,76,77,Serbia,,9.0,,M Sarenac
1719,1381458,2023-06-24,Quadrangular Twenty20 Series (Bulgaria),"National Sports Academy, Sofia",Sofia,Turkey,Bulgaria,Bulgaria,field,147,149,Bulgaria,,8.0,,Zaid Soulat
1720,1381451,2023-06-29,Austria tour of Netherlands,"Sportpark Het Schootsveld, Deventer",Deventer,Austria,Germany,Germany,field,114,115,Germany,,6.0,,
1721,1381452,2023-06-30,Austria tour of Netherlands,"Sportpark Het Schootsveld, Deventer",Deventer,Austria,Germany,Germany,field,121,123,Germany,,8.0,,
1722,1384582,2023-07-10,Mdina Cup,Marsa Sports Club,Marsa,France,Malta,Malta,field,115,106,France,9.0,,,Usman Khan
1723,1384583,2023-07-10,Mdina Cup,Marsa Sports Club,Marsa,Malta,France,Malta,bat,125,121,Malta,4.0,,,
1724,1384584,2023-07-11,Mdina Cup,Marsa Sports Club,Marsa,Malta,Luxembourg,Luxembourg,field,179,137,Malta,42.0,,,Zeeshan Khan
1725,1384585,2023-07-11,Mdina Cup,Marsa Sports Club,Marsa,France,Luxembourg,France,bat,177,126,France,51.0,,,SM Warnakulasuriya
1726,1384586,2023-07-12,Mdina Cup,Marsa Sports Club,Marsa,Malta,Luxembourg,Malta,bat,163,164,Luxembourg,,4.0,,E Jabarkhel
1727,1384587,2023-07-12,Mdina Cup,Marsa Sports Club,Marsa,Luxembourg,France,Luxembourg,bat,110,113,France,,9.0,,G Mckeon
1728,1384588,2023-07-12,Valletta Cup,Marsa Sports Club,Marsa,France,Malta,France,bat,153,123,France,30.0,,,Usman Khan
1729,1384589,2023-07-13,Valletta Cup,Marsa Sports Club,Marsa,Luxembourg,Malta,Malta,field,174,175,Malta,,6.0,,Fanyan Mughal
1730,1384590,2023-07-13,Valletta Cup,Marsa Sports Club,Marsa,Romania,Switzerland,Switzerland,field,134,139,Switzerland,,6.0,,Faheem Nazir
1731,1384591,2023-07-13,Valletta Cup,Marsa Sports Club,Marsa,France,Romania,France,bat,191,103,France,88.0,,,L Canessane
1732,1384592,2023-07-14,Valletta Cup,Marsa Sports Club,Marsa,Luxembourg,Switzerland,Switzerland,field,118,119,Switzerland,,8.0,,Osama Mahmood
1733,1384593,2023-07-14,Valletta Cup,Marsa Sports Club,Marsa,Malta,Romania,Malta,bat,187,146,Malta,41.0,,,Zeeshan Khan
1734,1384594,2023-07-14,Valletta Cup,Marsa Sports Club,Marsa,France,Switzerland,France,bat,148,151,Switzerland,,6.0,,Faheem Nazir
1735,1384595,2023-07-15,Valletta Cup,Marsa Sports Club,Marsa,Romania,Luxembourg,Romania,bat,162,163,Luxembourg,,7.0,,V Vijh
1736,1384596,2023-07-15,Valletta Cup,Marsa Sports Club,Marsa,Malta,Switzerland,Switzerland,field,156,157,Switzerland,,6.0,,K Fletcher
1737,1384597,2023-07-15,Valletta Cup,Marsa Sports Club,Marsa,France,Luxembourg,France,bat,187,191,Luxembourg,,4.0,,Anoop Orsu
1738,1384598,2023-07-16,Valletta Cup,Marsa Sports Club,Marsa,France,Malta,France,bat,78,82,Malta,,7.0,,Waqas Ahmad
1739,1384599,2023-07-16,Valletta Cup,Marsa Sports Club,Marsa,Luxembourg,Romania,Romania,field,149,151,Romania,,7.0,,V Saini
1740,1384600,2023-07-16,Valletta Cup,Marsa Sports Club,Marsa,Malta,Switzerland,Malta,bat,164,166,Switzerland,,6.0,,Arjun Vinod
1741,1383068,2023-07-20,ICC Men's T20 World Cup Europe Region Qualifier,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Austria,Jersey,Jersey,field,104,106,Jersey,,8.0,,NA Greenwood
1742,1383069,2023-07-20,ICC Men's T20 World Cup Europe Region Qualifier,"Goldenacre, Edinburgh",Edinburgh,Ireland,Italy,Italy,field,158,151,Ireland,7.0,,,C Campher
1743,1383070,2023-07-20,ICC Men's T20 World Cup Europe Region Qualifier,"Goldenacre, Edinburgh",Edinburgh,Scotland,Germany,Germany,field,234,65,Scotland,72.0,,D/L,OJ Hairs
1744,1383071,2023-07-21,ICC Men's T20 World Cup Europe Region Qualifier,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Denmark,Ireland,Denmark,bat,122,123,Ireland,,9.0,,A Balbirnie
1745,1383072,2023-07-21,ICC Men's T20 World Cup Europe Region Qualifier,"Goldenacre, Edinburgh",Edinburgh,Austria,Germany,Austria,bat,83,86,Germany,,9.0,,J van Heerden
1746,1383073,2023-07-21,ICC Men's T20 World Cup Europe Region Qualifier,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Scotland,Jersey,Jersey,field,149,135,Scotland,14.0,,,MRJ Watt
1747,1383089,2023-07-22,ICC Men's T20 World Cup East Asia-Pacific Qualifier,"Amini Park, Port Moresby",Port Moresby,Japan,Philippines,Japan,bat,166,113,Japan,53.0,,,K Kadowaki-Fleming
1748,1383090,2023-07-22,ICC Men's T20 World Cup East Asia-Pacific Qualifier,"Amini Park, Port Moresby",Port Moresby,Vanuatu,Papua New Guinea,Vanuatu,bat,71,75,Papua New Guinea,,9.0,,J Kariko
1749,1383074,2023-07-23,ICC Men's T20 World Cup Europe Region Qualifier,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Ireland,Austria,Austria,field,226,98,Ireland,128.0,,,L Tucker
1750,1383075,2023-07-23,ICC Men's T20 World Cup Europe Region Qualifier,"Goldenacre, Edinburgh",Edinburgh,Italy,Jersey,Jersey,field,183,158,Italy,25.0,,,WL Madsen
1751,1383076,2023-07-23,ICC Men's T20 World Cup Europe Region Qualifier,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Denmark,Germany,Denmark,bat,124,126,Germany,,6.0,,J van Heerden
1752,1383091,2023-07-23,ICC Men's T20 World Cup East Asia-Pacific Qualifier,"Amini Park, Port Moresby",Port Moresby,Japan,Vanuatu,Vanuatu,field,131,110,Japan,21.0,,,K Kadowaki-Fleming
1753,1383077,2023-07-24,ICC Men's T20 World Cup Europe Region Qualifier,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Scotland,Italy,Italy,field,245,90,Scotland,155.0,,,OJ Hairs
1754,1383078,2023-07-24,ICC Men's T20 World Cup Europe Region Qualifier,"Goldenacre, Edinburgh",Edinburgh,Austria,Denmark,Denmark,field,97,98,Denmark,,8.0,,ND Laegsgaard
1755,1383079,2023-07-24,ICC Men's T20 World Cup Europe Region Qualifier,"Goldenacre, Edinburgh",Edinburgh,Jersey,Ireland,Ireland,field,78,80,Ireland,,9.0,,BJ McCarthy
1756,1383080,2023-07-25,ICC Men's T20 World Cup Europe Region Qualifier,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Italy,Denmark,Denmark,field,150,124,Italy,26.0,,,HJ Manenti
1757,1383081,2023-07-25,ICC Men's T20 World Cup Europe Region Qualifier,"Goldenacre, Edinburgh",Edinburgh,Scotland,Austria,Austria,field,232,66,Scotland,166.0,,,HG Munsey
1758,1383082,2023-07-25,ICC Men's T20 World Cup Europe Region Qualifier,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Jersey,Germany,Germany,field,190,139,Jersey,51.0,,,NA Greenwood
1759,1383093,2023-07-25,ICC Men's T20 World Cup East Asia-Pacific Qualifier,"Amini Park, Port Moresby",Port Moresby,Vanuatu,Philippines,Vanuatu,bat,97,98,Philippines,,6.0,,DC Smith
1760,1383094,2023-07-25,ICC Men's T20 World Cup East Asia-Pacific Qualifier,"Amini Park, Port Moresby",Port Moresby,Japan,Papua New Guinea,Japan,bat,87,92,Papua New Guinea,,6.0,,SI Kamea
1761,1383095,2023-07-26,ICC Men's T20 World Cup East Asia-Pacific Qualifier,"Amini Park, Port Moresby",Port Moresby,Papua New Guinea,Vanuatu,Papua New Guinea,bat,148,109,Papua New Guinea,39.0,,,N Vanua
1762,1383096,2023-07-26,ICC Men's T20 World Cup East Asia-Pacific Qualifier,"Amini Park, Port Moresby",Port Moresby,Japan,Philippines,Japan,bat,127,94,Japan,33.0,,,S Ravichandran
1763,1383101,2023-07-26,ICC Men's T20 World Cup Asia B Qualifier,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,China,Malaysia,China,bat,23,24,Malaysia,,8.0,,Syazrul Idrus
1764,1383102,2023-07-26,ICC Men's T20 World Cup Asia B Qualifier,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Bhutan,Myanmar,Bhutan,bat,105,74,Bhutan,31.0,,,Tashi Phuntsho
1765,1383083,2023-07-27,ICC Men's T20 World Cup Europe Region Qualifier,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Scotland,Denmark,Denmark,field,159,126,Scotland,33.0,,,RD Berrington
1766,1383103,2023-07-27,ICC Men's T20 World Cup Asia B Qualifier,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,China,Thailand,Thailand,field,26,27,Thailand,,9.0,,N Senamontree
1767,1383104,2023-07-27,ICC Men's T20 World Cup Asia B Qualifier,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Malaysia,Bhutan,Bhutan,field,180,105,Malaysia,75.0,,,Virandeep Singh
1768,1383086,2023-07-28,ICC Men's T20 World Cup Europe Region Qualifier,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Germany,Italy,Italy,field,141,147,Italy,,4.0,,S di Bartolomeo
1769,1383087,2023-07-28,ICC Men's T20 World Cup Europe Region Qualifier,"Goldenacre, Edinburgh",Edinburgh,Jersey,Denmark,Denmark,field,159,131,Jersey,28.0,,,NA Greenwood
1770,1383088,2023-07-28,ICC Men's T20 World Cup Europe Region Qualifier,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Scotland,Ireland,Ireland,field,213,205,Scotland,8.0,,,BJ Currie
1771,1383097,2023-07-28,ICC Men's T20 World Cup East Asia-Pacific Qualifier,"Amini Park, Port Moresby",Port Moresby,Japan,Vanuatu,Vanuatu,field,136,137,Vanuatu,,5.0,,N Nipiko
1772,1383098,2023-07-28,ICC Men's T20 World Cup East Asia-Pacific Qualifier,"Amini Park, Port Moresby",Port Moresby,Papua New Guinea,Philippines,Philippines,field,229,129,Papua New Guinea,100.0,,,TP Ura
1773,1383105,2023-07-28,ICC Men's T20 World Cup Asia B Qualifier,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Thailand,Myanmar,Myanmar,field,140,39,Thailand,101.0,,,J Coetzee
1774,1383099,2023-07-29,ICC Men's T20 World Cup East Asia-Pacific Qualifier,"Amini Park, Port Moresby",Port Moresby,Philippines,Vanuatu,Philippines,bat,94,98,Vanuatu,,3.0,,KDA Lukies
1775,1383100,2023-07-29,ICC Men's T20 World Cup East Asia-Pacific Qualifier,"Amini Park, Port Moresby",Port Moresby,Japan,Papua New Guinea,Japan,bat,106,109,Papua New Guinea,,6.0,,N Vanua
1776,1383106,2023-07-30,ICC Men's T20 World Cup Asia B Qualifier,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Bhutan,China,Bhutan,bat,161,48,Bhutan,95.0,,D/L,S Pradhan
1777,1383107,2023-07-30,ICC Men's T20 World Cup Asia B Qualifier,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Malaysia,Myanmar,Myanmar,field,219,35,Malaysia,184.0,,,Ahmed Faiz
1778,1383108,2023-07-31,ICC Men's T20 World Cup Asia B Qualifier,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Bhutan,Thailand,Thailand,field,83,84,Thailand,,8.0,,AP Yadav
1779,1383109,2023-07-31,ICC Men's T20 World Cup Asia B Qualifier,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Myanmar,China,China,field,77,78,China,,5.0,,Chen Zhuo Yue
1780,1383110,2023-08-01,ICC Men's T20 World Cup Asia B Qualifier,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Thailand,Malaysia,Malaysia,field,93,96,Malaysia,,7.0,,S Vijay Unni
1781,1381217,2023-08-03,India tour of West Indies and United States of America,"Brian Lara Stadium, Tarouba, Trinidad",Tarouba,West Indies,India,West Indies,bat,149,145,West Indies,4.0,,,JO Holder
1782,1390167,2023-08-05,Croatia tour of Hungary,"GB Oval, Szodliget",Szodliget,Hungary,Croatia,Hungary,bat,209,64,Hungary,145.0,,,Sheikh Rasik
1783,1381218,2023-08-06,India tour of West Indies and United States of America,"Providence Stadium, Guyana",Providence,India,West Indies,India,bat,152,155,West Indies,,2.0,,N Pooran
1784,1390169,2023-08-06,Croatia tour of Hungary,"GB Oval, Szodliget",Szodliget,Croatia,Hungary,Croatia,bat,63,68,Hungary,,7.0,,Sheikh Rasik
1785,1381219,2023-08-08,India tour of West Indies and United States of America,"Providence Stadium, Guyana",Providence,West Indies,India,West Indies,bat,159,164,India,,7.0,,SA Yadav
1786,1381220,2023-08-12,India tour of West Indies and United States of America,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,West Indies,India,West Indies,bat,178,179,India,,9.0,,YBK Jaiswal
1787,1381221,2023-08-13,India tour of West Indies and United States of America,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,India,West Indies,India,bat,165,171,West Indies,,8.0,,R Shepherd
1788,1387243,2023-08-14,Germany tour of Netherlands,"Sportpark Het Schootsveld, Deventer",Deventer,Guernsey,Germany,Germany,field,98,100,Germany,,9.0,,Fayaz Khan
1789,1387244,2023-08-14,Germany tour of Netherlands,"Sportpark Het Schootsveld, Deventer",Deventer,Germany,Guernsey,Germany,bat,164,165,Guernsey,,5.0,,MWR Stokes
1790,1387245,2023-08-15,Germany tour of Netherlands,"Sportpark Het Schootsveld, Deventer",Deventer,Guernsey,Germany,Guernsey,bat,172,162,Guernsey,10.0,,,J Butler
1791,1377727,2023-08-17,New Zealand tour of United Arab Emirates,Dubai International Cricket Stadium,Dubai,New Zealand,United Arab Emirates,United Arab Emirates,field,155,136,New Zealand,19.0,,,TG Southee
1792,1384634,2023-08-18,India tour of Ireland,"Malahide, Dublin",Dublin,Ireland,India,India,field,139,47,India,2.0,,D/L,JJ Bumrah
1793,1391332,2023-08-18,Continental Cup,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Romania,Malta,Romania,bat,162,163,Malta,,8.0,,Washeem Abbas
1794,1377728,2023-08-19,New Zealand tour of United Arab Emirates,Dubai International Cricket Stadium,Dubai,New Zealand,United Arab Emirates,United Arab Emirates,field,142,144,United Arab Emirates,,7.0,,Aayan Afzal Khan
1795,1391333,2023-08-19,Continental Cup,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Romania,Malta,Romania,bat,147,151,Malta,,4.0,,Imran Ameer
1796,1391335,2023-08-19,Continental Cup,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Malta,Romania,Romania,field,115,116,Romania,,3.0,,S Vashisht
1797,1377729,2023-08-20,New Zealand tour of United Arab Emirates,Dubai International Cricket Stadium,Dubai,New Zealand,United Arab Emirates,United Arab Emirates,field,166,134,New Zealand,32.0,,,WA Young
1798,1384637,2023-08-20,India tour of Ireland,"Malahide, Dublin",Dublin,India,Ireland,Ireland,field,185,152,India,33.0,,,RK Singh
1799,1391336,2023-08-20,Continental Cup,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Malta,Romania,Romania,field,156,159,Romania,,9.0,,R Satheesan
1800,1391337,2023-08-20,Continental Cup,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Romania,Malta,Malta,field,190,184,Romania,6.0,,,R Satheesan
1801,1393309,2023-08-20,East Africa Cup,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Uganda,Rwanda,Uganda,bat,146,106,Uganda,40.0,,,K Waiswa
1802,1393310,2023-08-20,East Africa Cup,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Tanzania,Uganda,Tanzania,bat,143,146,Uganda,,6.0,,K Waiswa
1803,1393311,2023-08-21,East Africa Cup,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Uganda,Tanzania,Uganda,bat,176,180,Tanzania,,3.0,,
1804,1393312,2023-08-22,East Africa Cup,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Uganda,Rwanda,Rwanda,field,186,125,Uganda,61.0,,,AR Ramjani
1805,1393328,2023-08-22,East Africa Cup,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Rwanda,Tanzania,Tanzania,field,154,155,Tanzania,,7.0,,
1806,1393313,2023-08-24,East Africa Cup,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Uganda,Rwanda,Rwanda,field,192,106,Uganda,86.0,,,RG Mukasa
1807,1393314,2023-08-24,East Africa Cup,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Uganda,Tanzania,Tanzania,field,171,111,Uganda,60.0,,,K Waiswa
1808,1393315,2023-08-25,East Africa Cup,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Rwanda,Tanzania,Tanzania,field,133,134,Tanzania,,1.0,,M Yunusu Issa
1809,1393329,2023-08-25,East Africa Cup,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Uganda,Tanzania,Uganda,bat,161,142,Uganda,19.0,,,AR Ramjani
1810,1393316,2023-08-27,East Africa Cup,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Rwanda,Uganda,Rwanda,bat,126,127,Uganda,,6.0,,AR Ramjani
1811,1393330,2023-08-27,East Africa Cup,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Tanzania,Rwanda,Rwanda,field,152,143,Tanzania,9.0,,,SA Jumbe
1812,1393317,2023-08-28,East Africa Cup,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Uganda,Tanzania,Uganda,bat,180,121,Uganda,59.0,,,AR Ramjani
1813,1393318,2023-08-28,East Africa Cup,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Rwanda,Uganda,Rwanda,bat,110,114,Uganda,,8.0,,
1814,1336048,2023-08-30,New Zealand tour of England,"Riverside Ground, Chester-le-Street",Chester-le-Street,New Zealand,England,England,field,139,143,England,,7.0,,BA Carse
1815,1373568,2023-08-30,Australia tour of South Africa,"Kingsmead, Durban",Durban,Australia,South Africa,South Africa,field,226,115,Australia,111.0,,,MR Marsh
1816,1393319,2023-08-30,East Africa Cup,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Uganda,Tanzania,Tanzania,field,141,122,Uganda,19.0,,,B Masaba
1817,1393331,2023-08-30,East Africa Cup,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Tanzania,Rwanda,Rwanda,field,159,98,Tanzania,61.0,,,
1818,1393320,2023-08-31,East Africa Cup,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Rwanda,Uganda,Rwanda,bat,131,133,Uganda,,8.0,,S Sesazi
